Year-Month,Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Clim_ID,H1,Environment and Climate Change Canada
2017-04,RIDGETOWN RCS,42.45,-81.883,ON,10.1,2,NA,25.1,2,-3.4,0,,,NA,54.5,2,NA,,8,,,NA,222.5,0.2,6137154,,
2017-04,ROSEVILLE,43.354,-80.474,ON,9.2,3,2.8,26,3,-1.5,3,5,3,NA,110.6,3,NA,,11,,,NA,237,0.3,6147188,,
2017-04,ROYAL ISLAND (AUT),49.469,-94.763,ON,4.7,3,NA,17.4,3,-6.5,1,,,NA,,,NA,,,,,NA,359.2,0,6037201,,Pd
2017-04,SANDFIELD,45.69,-81.982,ON,6.6,0,NA,21,0,-3,0,3,0,NA,135.2,0,NA,0,14,,,NA,343,0,6097426,,
2017-04,SANDY LAKE A,53.064,-93.344,ON,-0.9,17,NA,17.1,17,-13.7,17,,,NA,7.4,17,NA,,2,,,NA,245.8,0,6017401,,DwTx
2017-04,SARNIA,42.999,-82.309,ON,9.6,12,NA,24.9,12,-1.1,12,,,NA,65.7,12,NA,,8,,,NA,151.1,0,6127510,,
2017-04,SARNIA CLIMATE,43,-82.3,ON,9.3,1,NA,28.2,1,-1.3,0,,,NA,80.5,1,NA,,10,,,NA,251,0,6127519,,
2017-04,SAULT STE MARIE A,46.485,-84.51,ON,4.9,0,NA,19.7,0,-4.9,0,3,0,NA,65.7,0,NA,0,10,,,NA,392.1,0,6057591,,
2017-04,SHANTY BAY,44.399,-79.633,ON,8,0,2.2,25.5,0,-2.5,0,7,0,61,122,0,188,0,12,,,NA,301.8,0.5,6117684,,
2017-04,SIOUX LOOKOUT A,50.114,-91.908,ON,2,0,NA,19.6,0,-10.5,0,,,NA,,,NA,,,,,NA,480.9,0,6037776,,BS
2017-04,SONYA SUNDANCE MEADOWS,44.217,-78.95,ON,,,NA,,,,,12.2,0,NA,120,0,NA,0,12,,,NA,,,6168100,,
2017-04,SPRUCEDALE,45.425,-79.488,ON,,,NA,,,,,17.4,0,NA,238.4,0,NA,0,14,,,NA,,,6117981,,
2017-04,ST CATHARINES BROCK U,43.118,-79.248,ON,,,NA,,,,,7,16,NA,59.9,16,NA,,5,,,NA,,,6137290,,
2017-04,ST THOMAS WPCP,42.768,-81.205,ON,10.5,14,3,26,8,-2,8,0,12,NA,86.7,10,NA,0,8,,,NA,120.5,1,6137362,,
2017-04,ST. ALBERT,45.287,-75.064,ON,6.4,2,0.6,23,2,-4,2,0,2,NA,170.6,2,NA,0,16,,,NA,323.5,0,6107276,,
2017-04,STIRLING,44.293,-77.555,ON,,,NA,,,,,0,10,NA,61.8,10,NA,0,8,,,NA,,,6158052,,
2017-04,STRATHROY-MULLIFARRY,42.981,-81.643,ON,10.2,0,NA,26,0,-2,0,3,0,NA,110,0,NA,0,15,,,NA,237.1,4.3,6148122,,
2017-04,SUDBURY A,46.626,-80.798,ON,4.1,1,NA,17.7,1,-4.8,0,8.2,0,NA,138.4,0,NA,,12,,,NA,403.8,0,6068153,,
2017-04,SUDBURY CLIMATE,46.632,-80.796,ON,4.5,0,NA,25.6,0,-5.6,0,,,NA,95.9,2,NA,0,11,,,NA,406.2,0,6068145,,
2017-04,TAPLEY,44.171,-78.501,ON,,,NA,,,,,11.2,0,NA,116.7,0,NA,0,11,,,NA,,,6168525,,
2017-04,THORNBURY 3,44.551,-80.468,ON,,,NA,,,,,8,0,NA,141,0,NA,0,15,,,NA,,,6118240,,
2017-04,THUNDER BAY,48.372,-89.322,ON,4,9,NA,21.1,8,-7.4,9,,,NA,29.6,9,NA,,4,,,NA,293.1,0,6048260,,
2017-04,THUNDER BAY A FIREHALL,48.367,-89.317,ON,,,NA,,,,,0,16,NA,1.6,16,NA,,1,,,NA,,,604S003,,
2017-04,THUNDER BAY BURWOOD,48.414,-89.278,ON,4.7,18,NA,21,18,-6,18,0,18,NA,7.6,18,NA,,3,,,NA,160.1,0,6048266,,
2017-04,THUNDER BAY CS,48.369,-89.327,ON,3.2,0,NA,20.9,0,-7.1,0,,,NA,46.1,8,NA,,6,,,NA,444.3,0,6048268,,
2017-04,TILLSONBURG WWTP,42.855,-80.722,ON,,,NA,,,,,0,4,NA,90.6,4,NA,0,11,,,NA,,,6138270,,
2017-04,TIMMINS A,48.571,-81.377,ON,2.2,1,NA,27.3,1,-11,0,,,NA,,,NA,,,,,NA,457.6,0,6078286,,
2017-04,TIMMINS CLIMATE,48.557,-81.39,ON,2.1,0,NA,27.1,0,-10.9,0,,,NA,111.7,0,NA,0,15,,,NA,476.4,0,6078282,,
2017-04,TOBERMORY RCS,45.233,-81.633,ON,5.6,0,NA,21.6,0,-3.7,0,,,NA,142.2,0,NA,0,11,,,NA,371.8,0,6128330,,
2017-04,TORONTO,43.667,-79.4,ON,,,,,,,,0,3,NA,95.3,3,NA,,13,,,NA,,,6158350,,
2017-04,TORONTO BUTTONVILLE A,43.861,-79.369,ON,8.7,0,NA,24.8,0,-1.1,0,3.4,0,NA,115.5,0,NA,,12,,,NA,278.2,0,6158410,,
2017-04,TORONTO CITY,43.667,-79.4,ON,9.5,1,NA,25.4,1,0.1,0,,,NA,106.7,1,NA,,11,,,NA,245.2,0,6158355,,
2017-04,TORONTO CITY CENTRE,43.628,-79.396,ON,8.4,6,NA,21.5,6,0.4,6,,,NA,46.8,6,NA,,7,,,NA,229.5,0,6158359,,
2017-04,TORONTO INTL A,43.677,-79.631,ON,9.4,0,NA,25.7,0,-0.6,0,2,0,NA,110.8,0,NA,,12,,,NA,257.5,0,6158731,,
2017-04,TORONTO NORTH YORK,43.78,-79.468,ON,9.5,0,NA,27,0,-2,0,3.2,0,NA,119.2,0,NA,0,13,,,NA,255.5,0.3,615S001,,
2017-04,TRENTON A,44.117,-77.533,ON,8.5,0,1.9,25.9,0,-2.2,0,1.4,0,25,112.9,0,146,0,11,,,NA,286.1,0.3,6158875,,
2017-04,UDORA,44.263,-79.161,ON,8.4,0,2.7,26.5,0,-4,0,6,0,66,114,0,168,0,13,,,NA,288.7,1.3,6119055,,
2017-04,UPSALA (AUT),49.033,-90.467,ON,1.9,2,NA,19,2,-9.9,2,,,NA,62.5,2,NA,,9,,,NA,451.8,0,6049095,,
2017-04,UXBRIDGE WEST,44.098,-79.164,ON,7.9,2,NA,25.6,0,-3.1,2,,,NA,90.8,2,NA,,12,,,NA,283.9,0,6159123,,
2017-04,VINELAND STATION RCS,43.183,-79.4,ON,9.2,1,NA,24,1,0.4,0,,,NA,154.9,1,NA,,11,,,NA,256.2,0.5,6139148,,
2017-04,WATERLOO WELLINGTON 2,43.45,-80.383,ON,,,NA,,,,,9,16,NA,81.2,16,NA,,6,,,NA,,,6149389,,
2017-04,WAWA A,47.967,-84.786,ON,,,NA,19.4,2,,,,,NA,,,NA,,,,,NA,,,6059407,,
2017-04,WELCOME ISLAND (AUT),48.369,-89.119,ON,1.7,12,NA,13.6,11,-5.9,11,,,NA,,,NA,,,,,NA,293.2,0,6049443,,
2017-04,WELLAND-PELHAM,42.967,-79.333,ON,9.3,0,NA,28.2,0,-3.4,0,,,NA,132.9,0,NA,,10,,,NA,261.8,0.5,6139449,,
2017-04,WESTERN ISLAND (AUT),45.033,-80.367,ON,5.8,2,NA,22.8,2,-1.2,0,,,NA,,,NA,,,,,NA,341.2,0,6119M51,,
2017-04,WIARTON A,44.744,-81.109,ON,6.9,0,NA,27.2,0,-3.8,0,26.2,0,NA,155.2,0,NA,,13,,,NA,332.6,0,6119499,,
2017-04,WINDSOR A,42.276,-82.955,ON,11.4,0,NA,27.9,0,-0.4,0,2.2,0,NA,93.4,0,NA,,12,,,NA,200.5,1,6139527,,
2017-04,WINDSOR RIVERSIDE,42.333,-82.933,ON,12.3,0,NA,29,0,0.5,0,1,0,NA,97.8,0,NA,0,10,,,NA,177.1,6.1,6139520,,
2017-04,WOODSTOCK,43.136,-80.771,ON,9.2,18,2.4,27,18,-1,18,3,18,NA,116.6,18,NA,,9,,,NA,106.4,0.5,6149625,,
2017-04,WROXETER,43.863,-81.152,ON,,,NA,,,,,5,0,NA,117.8,0,NA,0,13,,,NA,,,6129660,,
2017-05,ALGONQUIN PARK EAST GATE,45.533,-78.267,ON,9.7,1,NA,29.1,1,-3,0,,,NA,155.1,1,NA,,13,,,NA,250.1,0.2,6080192,,
2017-05,AMHERSTBURG,42.103,-83.094,ON,14.6,0,-0.3,30.5,0,0,0,0,0,NA,105.4,0,109,0,13,,,NA,127.6,22.9,6130257,,
2017-05,APPLETON,45.186,-76.113,ON,12,0,NA,30.5,0,-1.5,0,4.2,0,NA,165.4,0,NA,0,17,,,NA,194.4,8.8,6100285,,
2017-05,ARMSTRONG (AUT),50.294,-88.905,ON,6.2,5,NA,23.9,4,-9.6,2,,,NA,36.9,8,NA,,6,,,NA,307.8,0,6040325,,DwBS
2017-05,ATIKOKAN (AUT),48.761,-91.628,ON,8.9,0,NA,23.6,0,-4,0,,,NA,54.6,0,NA,,11,,,NA,280.9,0,6020LPQ,,DwTn
2017-05,ATTAWAPISKAT A,52.928,-82.432,ON,4.4,11,NA,24.1,11,-14,10,,,NA,11.2,11,NA,,4,,,NA,272.1,0,6010400,,Monthly Values for May - 2017
2017-05,BALDWIN,44.267,-79.319,ON,12.2,0,NA,31,0,-1.5,0,0,0,NA,120.8,0,NA,0,11,,,NA,191.9,10.6,6110480,,
2017-05,BANCROFT AUTO,45.071,-77.879,ON,10.5,1,NA,29.6,1,-2.9,0,,,NA,166.5,1,NA,,15,,,NA,229.7,5.1,616I001,,
2017-05,BARRIE LANDFILL,44.385,-79.736,ON,11.6,9,NA,30,5,-0.5,5,0,5,NA,139.7,5,NA,0,13,,,NA,147.8,7.5,6110556,,
2017-05,BARRIE-ORO,44.483,-79.55,ON,10.6,0,NA,29.6,0,-2.6,0,,,NA,142.5,0,NA,,12,,,NA,235,4.3,6117700,,
2017-05,BARWICK,48.633,-93.967,ON,10.2,0,-1.2,24.5,0,-4,0,0,0,0,38.4,0,50,0,7,,,NA,241.8,0,6020559,,Tn
2017-05,BEATRICE CLIMATE,45.14,-79.403,ON,10.1,1,NA,28.4,1,-3.4,0,,,NA,130.2,1,NA,,12,,,NA,238.1,1.4,6110607,,
2017-05,BELLEVILLE,44.151,-77.395,ON,13.2,0,-0.5,27,0,1,0,0,0,0,201.7,0,248,0,14,,,NA,155.6,6.4,6150689,,
2017-05,BIG TROUT LAKE,53.816,-89.892,ON,5.1,4,NA,22.2,3,-9.7,2,,,NA,34,4,NA,,8,,,NA,347.6,0,6010740,,Legend
2017-05,BIG TROUT LAKE A,53.818,-89.897,ON,4.1,12,NA,21.1,12,-9.8,10,,,NA,0.8,18,NA,,0,,,NA,264.9,0,6010735,,
2017-05,BONNER LAKE,49.383,-82.124,ON,8.3,0,NA,25,0,-7,0,27.4,0,NA,145.2,0,NA,0,15,,,NA,302.4,0.8,6070QK6,,
2017-05,BORDEN AWOS,44.272,-79.912,ON,9.9,8,NA,31.3,7,-3.7,1,,,NA,85.5,8,NA,,9,,,NA,190.3,3.3,611B002,,
2017-05,BRANTFORD AIRPORT,43.138,-80.331,ON,12,0,NA,29.6,0,-1.6,0,,,NA,109.6,0,NA,,11,,,NA,191.7,7.1,6140942,,
2017-05,BROCKVILLE CLIMATE,44.635,-75.748,ON,12.5,1,NA,28.5,1,-0.7,0,,,NA,161.4,1,NA,,14,,,NA,172.8,6.4,6100970,,
2017-05,BROCKVILLE PCC,44.6,-75.667,ON,12.7,3,-0.5,27,3,0,3,0,3,NA,149.8,3,NA,0,15,,,NA,155,5.6,6100971,,
2017-05,BURLINGTON PIERS (AUT),43.3,-79.8,ON,11.8,0,NA,29,0,3.7,0,,,NA,,,NA,,,,,NA,200.5,7.8,6151061,,
2017-05,CAMERON FALLS (AUT),49.154,-88.345,ON,6.9,4,NA,21.8,3,-3.8,2,,,NA,37.7,4,NA,,6,,,NA,298.9,0,6041110,,BS%
2017-05,CARIBOU ISLAND (AUT),47.333,-85.833,ON,5.7,4,NA,15.7,3,-0.1,2,,,NA,,,NA,,,,,NA,332.5,0,6041222,,HDD
2017-05,CENTREVILLE,44.403,-76.908,ON,12.3,0,-0.8,28.5,0,-0.5,0,0,0,0,183.2,0,212,0,15,,,NA,182,6,6151309,,
2017-05,CHALK RIVER AECL,46.05,-77.367,ON,12.4,9,-0.1,32,9,-2,9,1.8,9,NA,100.2,9,NA,0,10,,,NA,133.8,10,6101335,,
2017-05,CHAPLEAU A,47.82,-83.347,ON,,,NA,23.9,0,,,,,NA,,,NA,,,,,NA,,,6061362,,
2017-05,CHATHAM WPCP,42.39,-82.215,ON,15.8,28,1.2,23,28,13,28,0,28,NA,28.8,28,NA,,2,,,NA,6.5,0,6131415,,
2017-05,COBOURG (AUT),43.95,-78.167,ON,10.7,0,NA,21.7,0,0.4,0,,,NA,194.1,0,NA,,13,,,NA,226.1,0,6151684,,
2017-05,COBOURG STP,43.967,-78.183,ON,11.9,14,0.3,23,14,0,14,0,14,NA,85.8,14,NA,0,7,,,NA,103.5,0,6151689,,
2017-05,COE HILL,44.923,-77.885,ON,10.1,2,NA,29.5,2,-2.5,2,0,2,NA,190.8,2,NA,0,19,,,NA,234.2,5,6161740,,
2017-05,COLDWATER WARMINSTER,44.631,-79.539,ON,11.7,0,NA,30.5,0,-1,0,0,0,NA,170.6,0,NA,0,12,,,NA,208.3,14.3,6111769,,
2017-05,COLLINGWOOD,44.5,-80.217,ON,11.1,0,NA,30.8,0,1,0,,,NA,100.4,0,NA,,9,,,NA,221,8.6,6111792,,
2017-05,CORNWALL,45.016,-74.749,ON,13.7,0,-0.3,30,0,0.5,0,0,0,0,141.6,0,162,0,15,,,NA,148.6,13.8,6101874,,
2017-05,COVE ISLAND (AUT),45.333,-81.733,ON,8.4,4,NA,20.7,3,2.6,2,,,NA,,,NA,,,,,NA,260,0,61219J2,,
2017-05,DELHI CS,42.867,-80.55,ON,12.7,0,NA,29.5,0,-2.5,0,,,NA,141.9,0,NA,,13,,,NA,173.3,9,6131983,,
2017-05,DORCHESTER,43.002,-81.033,ON,,,NA,,,,,0,0,NA,133.8,0,NA,0,15,,,NA,,,6142066,,
2017-05,DRUMMOND CENTRE,45.032,-76.253,ON,12.2,0,-0.5,31,0,-2.5,0,0,0,0,164.8,0,214,0,15,,,NA,189.3,9.3,6102J13,,
2017-05,DRYDEN REGIONAL,49.828,-92.744,ON,9.3,5,NA,23.8,5,-1.5,5,,,NA,35.2,5,NA,,6,,,NA,225.2,0,6032125,,S%N
2017-05,EAR FALLS (AUT),50.631,-93.221,ON,9.4,0,NA,22.8,0,-1.6,0,,,NA,22.1,0,NA,,7,,,NA,267.9,0,6012199,,Stn_Name
2017-05,EARLTON A,47.695,-79.849,ON,10.3,12,NA,26.9,11,-2.9,12,,,NA,65.3,12,NA,,9,,,NA,147,1.3,6072223,,
2017-05,EARLTON CLIMATE,47.695,-79.849,ON,9.9,1,NA,27,1,-3.3,0,,,NA,85.3,1,NA,,11,,,NA,246,1.7,6072230,,
2017-05,EGBERT CS,44.233,-79.783,ON,11,0,NA,29.6,0,-0.7,0,,,NA,101.2,0,NA,,9,,,NA,221.2,4.6,6.11E+03,,
2017-05,ELORA RCS,43.65,-80.417,ON,10,4,NA,27.8,3,-1.7,3,,,NA,120.5,5,NA,,13,,,NA,214.8,0,6142286,,
2017-05,FERGUS MOE,43.702,-80.379,ON,10.9,0,NA,28.5,0,-2,0,0,0,NA,137.6,0,NA,0,12,,,NA,225.5,6,6142402,,
2017-05,FERGUS SHAND DAM,43.735,-80.33,ON,11.2,0,-1,28,0,-1.5,0,0,0,0,135.8,0,156,0,11,,,NA,216.1,6.6,6142400,,
2017-05,FORT ERIE,42.883,-78.967,ON,12.6,5,-0.1,28,5,-0.5,5,0,5,NA,145.3,5,NA,0,10,,,NA,146.9,6.3,6132470,,
2017-05,FORT FRANCES RCS,48.651,-93.439,ON,9.3,6,NA,24.3,5,-4.2,6,,,NA,46.9,6,NA,,14,,,NA,217.8,0,6022474,,S
2017-05,FORT SEVERN A,56.019,-87.676,ON,0.9,12,NA,25.2,12,-17,11,,,NA,4.9,12,NA,,2,,,NA,325,0,6012501,,Lat
2017-05,GEORGETOWN WWTP,43.64,-79.879,ON,10.7,16,-1.6,26.5,16,-1,16,0,16,NA,99.1,16,NA,0,7,,,NA,111.6,1.8,6152695,,
2017-05,GERALDTON A,49.779,-86.939,ON,7.2,1,NA,23.5,1,-6.5,0,3.4,0,NA,44.9,0,NA,,10,,,NA,323.4,0,6042717,,CDD
2017-05,GODERICH,43.767,-81.717,ON,11.2,0,NA,27.1,0,-0.7,0,,,NA,73,0,NA,,10,,,NA,216,6.2,6122847,,
2017-05,GORE BAY CLIMATE,45.883,-82.567,ON,10.5,1,NA,23.7,0,-2.4,1,,,NA,70.5,1,NA,,11,,,NA,223.9,0.1,6092920,,
2017-05,GREAT DUCK ISLAND (AUT),45.633,-82.95,ON,8.6,4,NA,19.3,3,0.7,2,,,NA,,,NA,,,,,NA,253.8,0,6093005,,
2017-05,GRIMSBY MOUNTAIN,43.184,-79.558,ON,12.7,0,NA,30,0,1,0,0,0,NA,177.5,0,NA,0,13,,,NA,174.9,12,6133055,,
2017-05,GUELPH TURFGRASS,43.55,-80.217,ON,10.1,4,NA,27.9,3,-2,2,,,NA,,,NA,,,,,NA,212.1,0,6143089,,
2017-05,HALIBURTON 3,45.032,-78.531,ON,10.9,0,-0.3,28,0,-4.5,0,1,0,41,190.6,0,204,0,17,,,NA,226.5,5.6,6163171,,
2017-05,HAMILTON A,43.174,-79.935,ON,11.8,0,NA,28.7,0,-0.7,0,0,0,NA,151.4,0,NA,,11,,,NA,200.3,6.7,6153193,,
2017-05,HAMILTON RBG CS,43.292,-79.908,ON,11.7,2,NA,29.9,2,0.1,0,,,NA,150.7,2,NA,,10,,,NA,189.3,6.1,6153301,,
2017-05,HARROW CDA AUTO,42.033,-82.9,ON,13.9,0,NA,29.4,0,0.9,0,,,NA,108.6,0,NA,,10,,,NA,143.7,16.1,6133362,,
2017-05,HARTINGTON IHD,44.428,-76.69,ON,12.2,0,-0.7,29,0,0,0,0,0,0,170.6,0,186,0,14,,,NA,185.5,7.1,6103367,,
2017-05,HAZELWOOD,48.467,-89.267,ON,,,NA,,,,,0,3,NA,90.8,3,NA,,12,,,NA,,,6043390,,Clim_ID
2017-05,KAPUSKASING A,49.412,-82.468,ON,8.5,0,NA,25,0,-6.5,0,55.6,0,NA,146.7,0,NA,,13,,,NA,296.8,1.2,6073976,,
2017-05,KAPUSKASING CDA ON,49.406,-82.444,ON,8.3,1,NA,24.3,1,-7.8,0,,,NA,136.7,1,NA,,15,,,NA,292.3,0.2,6073980,,
2017-05,KEMPTVILLE CS,45,-75.633,ON,11.8,1,NA,29.5,1,-1.5,0,,,NA,175.3,1,NA,,14,,,NA,189.6,2.3,6104027,,
2017-05,KENORA A,49.788,-94.363,ON,10.5,0,NA,23.1,0,0.2,0,0,0,NA,28.7,0,NA,,9,,,NA,231.2,0,6034076,,DwP
2017-05,KENORA RCS,49.791,-94.378,ON,10.5,0,NA,23,0,0.4,0,,,NA,21.6,0,NA,,7,,,NA,233.3,0,6034073,,P
2017-05,KILLARNEY (AUT),45.967,-81.483,ON,9.6,4,NA,23.4,3,1.3,2,,,NA,,,NA,,,,,NA,227,0,605DJ25,,
2017-05,KINCARDINE,44.173,-81.623,ON,11.2,14,NA,29,14,-0.5,14,0,14,NA,38.6,14,NA,0,5,,,NA,122,6.8,6124127,,
2017-05,KINGSTON CLIMATE,44.223,-76.599,ON,11.6,0,NA,26.4,0,-0.4,0,,,NA,157.3,0,NA,,13,,,NA,201,2,6104142,,
2017-05,KINGSVILLE MOE,42.043,-82.674,ON,14.4,13,0,25,13,4,13,0,13,NA,62.4,13,NA,0,8,,,NA,70.1,6,6134190,,
2017-05,KIRKLAND LAKE CS,48.15,-80,ON,9.2,1,NA,24.7,1,-3.6,0,,,NA,94.6,1,NA,,14,,,NA,264,0.6,6074211,,
2017-05,KITCHENER/WATERLOO,43.461,-80.379,ON,11.2,0,NA,28.3,0,-1.9,0,,,NA,108.5,1,NA,,12,,,NA,214.4,2.7,6144239,,
2017-05,LAGOON CITY,44.547,-79.217,ON,10.7,4,NA,22.7,3,1.6,2,,,NA,,,NA,,,,,NA,197.8,0,6114295,,
2017-05,LAKE SUPERIOR PROVINCIAL PARK,47.723,-84.814,ON,8.1,0,NA,22.6,0,-5.9,0,,,NA,126.3,0,NA,,11,,,NA,306.4,0,6054425,,
2017-05,LANSDOWNE HOUSE (AUT),52.196,-87.936,ON,6.2,4,NA,25.2,3,-8.9,2,,,NA,68.7,4,NA,,8,,,NA,320,0.3,6014353,,Long
2017-05,LITTLE FLATLAND ISLAND (AUT),49.69,-88.306,ON,5.6,6,NA,19.2,5,-3.1,2,,,NA,48.7,8,NA,,10,,,NA,308.8,0,6049470,,
2017-05,LONDON A,43.033,-81.151,ON,12,0,NA,28.6,0,-1.7,0,,,NA,,,NA,,,,,NA,194.6,7.3,6144473,,
2017-05,LONDON CS,43.033,-81.15,ON,12.1,1,NA,28.9,1,-1.2,0,,,NA,133.4,1,NA,,13,,,NA,185.7,8.7,6144478,,
2017-05,LONG POINT (AUT),42.567,-80.05,ON,11.5,4,NA,26.5,3,3.4,2,,,NA,,,NA,,,,,NA,177.7,2.5,6134F10,,
2017-05,LYNDHURST SHAWMERE,44.517,-76.083,ON,12.5,6,-0.7,29,6,-1,5,0,5,NA,133.1,5,NA,0,8,,,NA,144.6,7.6,6104725,,
2017-05,MARKDALE,44.269,-80.712,ON,10.8,3,NA,28.5,3,-4,3,0.2,3,NA,115.6,3,NA,0,10,,,NA,212.5,11.1,6114979,,
2017-05,MASSEY,46.193,-82.025,ON,10.7,0,-0.2,26,0,-2.5,0,0,0,0,79.4,0,104,0,10,,,NA,226.5,0,6065006,,
2017-05,MIDLAND WATER POLLUTION CONTROL PLANT,44.758,-79.875,ON,8.5,30,-3.7,15,30,2,30,0,30,NA,16.1,30,NA,,1,,,NA,9.5,0,6115127,,
2017-05,MINE CENTRE SOUTHWEST,48.76,-92.623,ON,9.4,2,NA,28.5,1,-4.5,1,0,1,NA,59.6,1,NA,0,11,,,NA,250.8,0,6025205,,DwS
2017-05,MONETVILLE 2,46.215,-80.303,ON,11,0,NA,26,0,-2.5,0,0,0,NA,89.8,0,NA,0,12,,,NA,221.5,3.6,6065252,,
2017-05,MONO CENTRE,44.032,-80.024,ON,10.6,0,NA,27.5,0,-0.4,0,,,NA,131.8,0,NA,,12,,,NA,232.7,2.7,6157000,,
2017-05,MOOSE CREEK WELLS,45.251,-74.963,ON,12.2,0,NA,29.6,0,-1.4,0,,,NA,,,NA,,,,,NA,188.2,8.2,6105397,,
2017-05,MOOSONEE,51.291,-80.608,ON,6.6,7,NA,24.7,7,-9.3,7,,,NA,56.7,7,NA,,10,,,NA,274.1,0.8,6075420,,
2017-05,MOOSONEE RCS,51.292,-80.618,ON,6.5,0,NA,24.6,0,-8.9,0,,,NA,75.3,0,NA,,13,,,NA,356.5,0.7,6075435,,
2017-05,MOOSONEE UA,51.267,-80.65,ON,6.8,0,0,25,0,-9.5,0,10,0,152,86.4,0,158,0,13,,,NA,348.5,0,6075425,,
2017-05,MOUNT FOREST (AUT),43.983,-80.75,ON,10.6,1,NA,27.8,1,-1.4,0,,,NA,120.4,1,NA,,12,,,NA,225.8,2.8,6145504,,
2017-05,MOUNTAINVIEW,44.052,-77.302,ON,12.9,1,-0.2,28.5,1,0.5,1,0,1,NA,156.4,1,NA,0,11,,,NA,158.4,6.3,615EMR7,,
2017-05,MUSKOKA,44.975,-79.303,ON,10.2,8,NA,30.2,8,-2.9,8,,,NA,123.5,8,NA,,11,,,NA,184.8,5.2,6115529,,
2017-05,MUSKRAT DAM,53.441,-91.763,ON,6.7,6,NA,23.7,6,-6.8,6,,,NA,34.2,6,NA,,4,,,NA,282,0,6015026,,Prov
2017-05,NAGAGAMI (AUT),49.747,-84.164,ON,7.8,6,NA,25.3,6,-6.3,5,,,NA,63.8,7,NA,,11,,,NA,256.1,0.1,6075543,,
2017-05,NEW GLASGOW,42.514,-81.636,ON,13.2,5,0.1,28,5,4,5,0,5,NA,138,5,NA,0,12,,,NA,131,7,6135583,,
2017-05,NIPISSING,46.1,-79.521,ON,,,NA,,,,,0,5,NA,69.4,5,NA,0,10,,,NA,,,6115669,,
2017-05,NORTH BAY A,46.364,-79.424,ON,10.3,9,NA,25.5,9,-0.8,9,,,NA,92.8,9,NA,,10,,,NA,170.2,0.7,6085680,,
2017-05,OAKVILLE TWN,43.513,-79.69,ON,12.8,0,NA,31,0,1,0,0,0,NA,140.5,0,NA,0,12,,,NA,172.9,12.8,6155750,,
2017-05,OGOKI POST A,51.659,-85.901,ON,7.8,1,NA,25.5,1,-8.6,0,,,NA,70.1,1,NA,,10,,,NA,307.1,1.3,6075786,,
2017-05,OMPAH-SEITZ,45.054,-76.784,ON,11.4,0,NA,30,0,0,0,2.2,0,NA,195,0,NA,0,19,,,NA,212.2,8.3,6105762,,
2017-05,ORILLIA BRAIN,44.603,-79.439,ON,11.8,0,NA,30.5,0,-1.5,0,0,0,NA,180.6,0,NA,0,11,,,NA,203.8,12.1,6115811,,
2017-05,OSHAWA,43.923,-78.883,ON,11.7,0,NA,27.8,0,-1.3,0,,,NA,159.5,0,NA,,13,,,NA,197.9,3.4,6155875,,
2017-05,OSHAWA WPCP,43.867,-78.833,ON,11.7,0,-0.6,25,0,-1,0,0,0,NA,167.1,0,212,0,12,,,NA,196.3,1.5,6155878,,
2017-05,OTTAWA CDA,45.383,-75.717,ON,12.9,0,-0.6,31,0,-0.5,0,0,0,0,172.4,0,199,0,12,,,NA,170.2,10.8,6105976,,
2017-05,OTTAWA CDA RCS,45.383,-75.717,ON,12.2,1,NA,30.8,1,-0.4,0,,,NA,182,1,NA,,14,,,NA,178.5,3.4,6105978,,
2017-05,OTTAWA INTL A,45.317,-75.667,ON,12.2,0,NA,30.9,0,-1.8,0,0.8,0,NA,177.6,0,NA,,14,,,NA,190.4,9.1,6106001,,
2017-05,PARRY SOUND CCG,45.344,-80.044,ON,10.9,1,NA,26.6,1,-0.8,0,,,NA,85.8,1,NA,,7,,,NA,214.2,1.9,6116257,,
2017-05,PEAWANUCK (AUT),54.983,-85.433,ON,2.2,4,NA,24.4,3,-18.1,2,,,NA,30.3,4,NA,,7,,,NA,425.4,0,6016295,,Tm
2017-05,PEMBROKE CLIMATE,45.86,-77.252,ON,10.5,2,NA,31.1,2,-2.5,0,,,NA,145.8,2,NA,,15,,,NA,220.2,1.7,6106367,,
2017-05,PETAWAWA AWOS 2,45.95,-77.317,ON,10.5,6,NA,31.5,3,-2.4,4,,,NA,146,0,NA,,16,,,NA,193.1,5.4,6106396,,
2017-05,PETAWAWA HOFFMAN,45.883,-77.25,ON,12.1,0,NA,32.5,0,-1.5,0,2,0,NA,165.6,0,NA,0,18,,,NA,193.2,11.3,610FC98,,
2017-05,PETERBOROUGH,44.23,-78.363,ON,12.1,9,NA,28.8,9,-1.7,9,,,NA,182.2,9,NA,,10,,,NA,134.2,3.4,6166415,,
2017-05,PETERBOROUGH TRENT U,44.35,-78.3,ON,11.4,0,NA,28.9,0,-1.9,0,,,NA,170.1,0,NA,,12,,,NA,209.2,3.7,6166456,,
2017-05,PICKLE LAKE (AUT),51.449,-90.218,ON,7.8,1,NA,22.4,1,-6.4,0,,,NA,63.9,1,NA,,8,,,NA,307.2,0,6016525,,DwTm
2017-05,PICKLE LAKE A,51.446,-90.214,ON,,,NA,22.4,0,,,,,NA,,,NA,,,,,NA,,,6016529,,D
